date,price
2015-01-04,202.48357076505616
2015-01-11,200.40650859611554
2015-01-18,205.4209576140991
2015-01-25,210.856216367659
2015-02-01,203.09004624064943
2015-02-08,204.05886089024906
2015-02-15,214.03173428452135
2015-02-22,210.80551784275193
2015-03-01,205.37023548991314
2015-03-08,211.087301797348
2015-03-15,206.61408945413066
2015-03-22,207.0523427261342
2015-03-29,210.9283923580929
2015-04-05,200.3735319426049
2015-04-12,201.41784179999343
2015-04-19,207.21344739428372
2015-04-26,204.82339241326352
2015-05-03,211.20334809473388
2015-05-10,204.72156507096486
2015-05-17,201.719242968865
2015-05-24,247.28793841253352
2015-05-31,206.3830703124978
2015-06-07,207.0770317983743
2015-06-14,198.76305602954983
2015-06-21,202.2425399589857
2015-06-28,204.53809462779702
2015-07-05,197.2007386535028
2015-07-12,203.77200574495257
2015-07-19,197.80651645693283
2015-07-26,198.25888107867232
2015-08-02,195.6210656371581
2015-08-09,206.820955360119
2015-08-16,196.45265602579843
2015-08-23,190.23530458232628
2015-08-30,198.69544943398822
2015-09-06,187.60386759722908
2015-09-13,193.95480813966265
2015-09-20,182.40120977887034
2015-09-27,184.94294784472547
2015-10-04,192.05518684571743
2015-10-11,194.3591050078541
2015-10-18,191.23328982490716
2015-10-25,189.6251974091647
2015-11-01,188.6443448811341
2015-11-08,182.82379748309106
2015-11-15,186.8030925329626
2015-11-22,188.40219667360694
2015-11-29,196.40765072004808
2015-12-06,193.36538927000984
2015-12-13,183.4596969035576
2015-12-20,194.61776213537308
2015-12-27,191.8805840939709
2016-01-03,191.30657561399738
2016-01-10,198.7007030419211
2016-01-17,201.80301786436235
2016-01-24,202.3526435761104
2016-01-31,194.5783527709116
2016-02-07,198.3236411396825
2016-02-14,202.62523359338886
2016-02-21,206.936644378203
2016-02-28,200.7307874954995
2016-03-06,203.23105754207657
2016-03-13,199.61296223212472
2016-03-20,200.08968620977942
2016-03-27,210.98914597637992
2016-04-03,239.69559612151022
2016-04-10,208.02722254027327
2016-04-17,213.99243349157777
2016-04-24,211.26544426058575
2016-05-01,206.60340589747332
2016-05-08,211.89254514186098
2016-05-15,217.9140943249933
2016-05-22,210.06328767111407
2016-05-29,217.96412407050025
2016-06-05,196.82191096310706
2016-06-12,213.6938101932602
2016-06-19,209.57120665121016
2016-06-26,207.08604779655664
2016-07-03,208.38514842349312
2016-07-10,197.2418133027301
2016-07-17,205.2516761675264
2016-07-24,207.2330478667689
2016-07-31,211.87235959739027
2016-08-07,200.87652618415274
2016-08-14,198.37221487814327
2016-08-21,198.8272138304722
2016-08-28,204.82183533421764
2016-09-04,200.79806457104775
2016-09-11,195.42879198802973
2016-09-18,199.5939892288983
2016-09-25,196.50252768202657
2016-10-02,199.9014616996419
2016-10-09,190.6522372267376
2016-10-16,191.70242845984674
2016-10-23,190.64231834742114
2016-10-30,184.64019298458055
2016-11-06,192.89385710534657
2016-11-13,192.28118198960377
2016-11-20,190.6765800369758
2016-11-27,189.26958589484397
2016-12-04,183.27612459194987
2016-12-11,188.28027380857503
2016-12-18,188.8201905616653
2016-12-25,186.79061701978713
2017-01-01,190.37861228126192
2017-01-08,193.69857065739563
2017-01-15,201.70687610161585
2017-01-22,193.8436836905411
2017-01-29,195.04230775925015
2017-02-05,194.24562786970975
2017-02-12,185.95651535384977
2017-02-19,196.4083688705137
2017-02-26,197.8788521166013
2017-03-05,210.9644587099691
2017-03-12,198.77795710906915
2017-03-19,202.34690972610082
2017-03-26,201.75975827231932
2017-04-02,197.16570305994293
2017-04-09,209.76773510056708
2017-04-16,208.814060611221
2017-04-23,209.95459679504384
2017-04-30,202.33049860497192
2017-05-07,214.69185879260422
2017-05-14,201.38196265559475
2017-05-21,211.94318686851926
2017-05-28,220.47583789781856
2017-06-04,204.9763712295328
2017-06-11,207.38906308189445
2017-06-18,210.89285358785875
2017-06-25,207.9317609070538
2017-07-02,202.6302485104423
2017-07-09,210.54152062347393
2017-07-16,204.58530325078718
2017-07-23,211.84954411196765
2017-07-30,204.36089471081004
2017-08-06,216.08212654287277
2017-08-13,203.69618750061593
2017-08-20,205.19639713403842
2017-08-27,209.9925133756867
2017-09-03,198.8234338645906
2017-09-10,205.11390814265476
2017-09-17,209.46926775893704
2017-09-24,193.82374685059656
2017-10-01,201.69552828268934
2017-10-08,200.97967642517295
2017-10-15,202.50714789006784
2017-10-22,191.3539602536977
2017-10-29,189.91278662025695
2017-11-05,198.14914685778675
2017-11-12,196.10850633436888
2017-11-19,195.03100886858851
2017-11-26,194.7467574765763
2017-12-03,188.94059415643036
2017-12-10,192.92655263084833
2017-12-17,192.7605318994158
2017-12-24,187.36430570769738
2017-12-31,200.02119193885724
2018-01-07,192.93607359268356
2018-01-14,184.60486240997398
2018-01-21,193.958608418994
2018-01-28,186.03554903099516
2018-02-04,195.19339558604653
2018-02-11,197.51171331009544
2018-02-18,188.18234150437016
2018-02-25,197.76913709464742
2018-03-04,195.77418592273733
2018-03-11,198.6610648750862
2018-03-18,204.9476156981945
2018-03-25,195.2110770969537
2018-04-01,193.69352168905357
2018-04-08,194.07637248494996
2018-04-15,195.53148082727694
2018-04-22,200.323446585196
2018-04-29,203.51182074684976
2018-05-06,204.2721668909364
2018-05-13,208.07986448074467
2018-05-20,205.02414272386312
2018-05-27,213.18978581898148
2018-06-03,205.49808508842034
2018-06-10,221.24698057938826
2018-06-17,211.51488341896558
2018-06-24,204.74796529993495
2018-07-01,204.22555907281472
2018-07-08,212.43119427691664
2018-07-15,209.2276419288774
2018-07-22,214.12451945466324
2018-07-29,213.01122831525942
2018-08-05,210.25133540576465
2018-08-12,206.23226465485843
2018-08-19,202.62489850255744
2018-08-26,207.58485959305398
2018-09-02,213.6077532359426
2018-09-09,209.80052593374114
2018-09-16,201.80883173217612
2018-09-23,208.12242967385492
2018-09-30,208.32306560011696
2018-10-07,201.04847214475348
2018-10-14,205.25019007698086
2018-10-21,203.74082598245664
2018-10-28,196.66999698533954
2018-11-04,203.08853344049578
2018-11-11,203.0110274123893
2018-11-18,204.53579398042868
2018-11-25,203.32199954642167
2018-12-02,190.12897775067296
2018-12-09,191.33690073447536
2018-12-16,197.66621898511545
2018-12-23,196.79257736194955
2018-12-30,196.00954024249108
2019-01-06,211.9961861875738
2019-01-13,194.9812524819679
2019-01-20,197.3022614618868
2019-01-27,196.00151383073504
2019-02-03,194.20973314922978
2019-02-10,189.2152926116161
2019-02-17,194.54491438591884
2019-02-24,186.96448036499007
2019-03-03,189.84225871722478
2019-03-10,188.9141530212129
2019-03-17,192.17809681336269
2019-03-24,203.877814309289
2019-03-31,183.60563675624465
2019-04-07,197.10473570827676
2019-04-14,186.42661364390761
2019-04-21,193.0228090751259
2019-04-28,201.7843377963533
2019-05-05,197.67148729006314
2019-05-12,193.01315536375282
2019-05-19,195.90585017023488
2019-05-26,203.97660734405306
2019-06-02,198.0256694445918
2019-06-09,203.8481557360232
2019-06-16,204.0585268259923
2019-06-23,201.60116679931184
2019-06-30,216.5587734691647
2019-07-07,209.92818767592905
2019-07-14,197.48107057512516
2019-07-21,209.30575081355636
2019-07-28,205.74057973974163
2019-08-04,213.88897000212012
2019-08-11,206.1358567728191
2019-08-18,209.88517757541499
2019-08-25,213.22865041378012
2019-09-01,215.15889980905243
2019-09-08,204.83513062448384
2019-09-15,209.050638214293
2019-09-22,208.116397317949
2019-09-29,206.8767338215502
2019-10-06,218.511402879777
2019-10-13,211.1438458542289
2019-10-20,202.15020804382723
2019-10-27,212.28853450034015
2019-11-03,258.7297850255403
2019-11-10,211.114912001929
2019-11-17,197.38556418783355
2019-11-24,201.54185404820643
2019-12-01,209.241259390401
2019-12-08,198.28783476288314
2019-12-15,202.95357797018718
2019-12-22,203.51792549508355
2019-12-29,193.93548456493508
2020-01-05,197.2259493013909
2020-01-12,180.3113491455655
2020-01-19,190.44265261487
2020-01-26,236.5424694576506
2020-02-02,187.62306001842367
2020-02-09,201.29504809455523
2020-02-16,185.34691990171834
2020-02-23,189.7633329993844
2020-03-01,212.74376906575702
2020-03-08,198.43019360861769
2020-03-15,183.8478288189465
2020-03-22,196.76539507738002
2020-03-29,191.04327623709864
2020-04-05,186.24673109369095
2020-04-12,236.35564290709246
2020-04-19,192.82374776719595
2020-04-26,189.33136194565446
2020-05-03,193.289149907298
2020-05-10,191.7177030018992
2020-05-17,195.00401139607402
2020-05-24,198.61778041024334
2020-05-31,204.17604514814633
2020-06-07,191.0526138453287
2020-06-14,208.9475658697493
2020-06-21,189.59518591522243
2020-06-28,199.6895938784896
2020-07-05,204.4895823581978
2020-07-12,204.0458501052827
2020-07-19,200.60061908387152
2020-07-26,203.71421308819316
2020-08-02,203.2855499387287
2020-08-09,203.74256485708335
2020-08-16,211.80810149472978
2020-08-23,235.52224182577476
2020-08-30,205.59182822079129
2020-09-06,214.1620687251603
2020-09-13,211.70456399449694
2020-09-20,214.62666575937678
2020-09-27,213.99038554012986
2020-10-04,206.8594296928314
2020-10-11,208.24603416185244
2020-10-18,214.7058441302151
2020-10-25,213.82453984332278
2020-11-01,210.35477309244177
2020-11-08,210.6195971631171
2020-11-15,215.8872133668632
2020-11-22,205.9056671603663
2020-11-29,210.87002665704478
2020-12-06,234.81005942658817
2020-12-13,205.34351884176496
2020-12-20,210.9727140934677
2020-12-27,208.6000213426828
2021-01-03,207.49392693662023
2021-01-10,208.87915448727736
2021-01-17,201.36705405815027
2021-01-24,203.58009844494035
2021-01-31,197.53847825200737
2021-02-07,199.65432302934704
2021-02-14,196.36338639000047
2021-02-21,196.52890980523287
2021-02-28,198.11045690422884
2021-03-07,190.20618749820895
2021-03-14,204.0038242423674
2021-03-21,187.84749147251986
2021-03-28,186.24144093713238
2021-04-04,197.64369006252406
2021-04-11,195.46370527550343
2021-04-18,194.39397037120554
2021-04-25,194.3016305660012
2021-05-02,191.10515797700612
2021-05-09,186.80652980313553
2021-05-16,191.91667868766163
2021-05-23,188.51224665689935
2021-05-30,197.24531101839224
2021-06-06,192.21171670834826
2021-06-13,189.49555045577068
2021-06-20,192.7828029627643
2021-06-27,221.15604192927734
2021-07-04,193.33883989288452
2021-07-11,193.0262451642694
2021-07-18,199.38428411042878
2021-07-25,200.4554857468728
2021-08-01,197.78429719940934
2021-08-08,199.06270555197116
2021-08-15,203.67439664969592
2021-08-22,196.35421471855645
2021-08-29,197.60910961297384
2021-09-05,202.0647097616639
2021-09-12,205.54681151681012
2021-09-19,209.06086050757662
2021-09-26,215.6998620077861
2021-10-03,213.3428510762492
